Photon Energy (eV),Absorption Intensity
87.2777,0.087223212
87.3462,0.087284224
87.4147,0.087345226
87.4832,0.087406218
87.5517,0.087467199
87.6202,0.087523795
87.6887,0.087584753
87.7572,0.0876457
87.8257,0.087706638
87.8942,0.087767565
87.9628,0.087828577
88.0313,0.087889483
88.0998,0.087950379
88.1683,0.088011265
88.2368,0.08807214
88.3053,0.088133005
88.3738,0.08819386
88.4423,0.045146702
88.5108,0.045178557
88.5793,0.045210409
88.6478,0.045242255
88.7163,0.045274097
88.7848,0.045305935
88.8533,0.045337769
88.9218,0.045369598
88.9904,0.045401473
89.0589,0.045433294
89.1274,0.04546511
89.1959,0.045496922
89.2644,0.045528729
89.3329,0.045560533
89.4014,0.045592332
89.4699,0.045624127
89.5384,0.045655917
89.6069,0.045687703
89.6754,0.045719484
89.7439,0.045751262
89.8124,0.045783035
89.8809,0.045814804
89.9494,0.045846568
90.018,0.045878378
90.0865,0.045910134
90.155,0.045941886
90.2235,0.045973633
90.292,0.046005376
90.3605,0.046037114
90.429,0.046068848
90.4975,0.046100579
90.566,0.046132304
90.6345,0.046164026
90.703,0.046198097
90.7715,0.046229811
90.84,0.046261521
90.9085,0.046293227
90.9771,0.046324978
91.0456,0.046356674
91.1141,0.046388367
91.1826,0.046420055
91.2511,0.046451739
91.3196,0.046483419
91.3881,0.046515095
91.4566,0.046546766
91.5251,0.046578433
91.5936,0.046612468
91.6621,0.046644128
91.7306,0.046675783
91.7991,0.046707434
91.8676,0.046739081
91.9361,0.046770723
92.0047,0.046802411
92.0732,0.046834046
92.1417,0.046865675
92.2102,0.046897301
92.2787,0.046931308
92.3472,0.046962927
92.4157,0.04699454
92.4842,0.04702615
92.5527,0.047057755
92.6212,0.047089357
92.6897,0.047120953
92.7582,0.047152546
92.8267,0.047186532
92.8952,0.047218118
92.9637,0.047249699
93.0323,0.047281325
93.1008,0.047312898
93.1693,0.047344466
93.2378,0.047376031
93.3063,0.047409998
93.3748,0.047441555
93.4433,0.047473108
93.5118,0.047504656
93.5803,0.0475362
93.6488,0.04756774
93.7173,0.047599275
93.7858,0.047633224
93.8543,0.047664753
93.9228,0.047696277
93.9914,0.047727847
94.0599,0.047759362
94.1284,0.047790874
94.1969,0.047824807
94.2654,0.047856311
94.3339,0.047887811
94.4024,0.047919307
94.4709,0.047950798
94.5394,0.047984719
94.6079,0.048016203
94.6764,0.048047684
94.7449,0.04807916
94.8134,0.048110631
94.8819,0.048144539
94.9504,0.048176004
95.019,0.048207513
95.0875,0.048238969
95.156,0.048270421
95.2245,0.048304316
95.293,0.048335761
95.3615,0.048367201
95.43,0.048398637
95.4985,0.048430069
95.567,0.048463952
95.6355,0.048495376
95.704,0.048526797
95.7725,0.048558213
95.841,0.048589625
95.9095,0.048623495
95.978,0.0486549
96.0466,0.04868635
96.1151,0.048717746
96.1836,0.048751606
96.2521,0.048782996
96.3206,0.048814381
96.3891,0.048845762
96.4576,0.048879612
96.5261,0.048910986
96.5946,0.048942356
96.6631,0.048973721
96.7316,0.049007561
96.8001,0.04903892
96.8686,0.049070274
96.9371,0.049101623
97.0057,0.049135503
97.0742,0.049166846
97.1427,0.049198184
97.2112,0.049229519
97.2797,0.04926334
97.3482,0.049294667
97.4167,0.04932599
97.4852,0.049357309
97.5537,0.049391119
97.6222,0.049422431
97.6907,0.049453739
97.7592,0.049485042
97.8277,0.049518843
97.8962,0.049550139
97.9647,0.049581431
98.0333,0.049615275
98.1018,0.049646559
98.1703,0.04967784
98.2388,0.049709117
98.3073,0.049742901
98.3758,0.049774171
98.4443,0.049805436
98.5128,0.049839213
98.5813,0.049870471
98.6498,0.049901725
98.7183,0.049932975
98.7868,0.049966743
98.8553,0.049997986
98.9238,0.050029224
98.9923,0.050062985
99.0609,0.050094266
99.1294,0.050125493
99.1979,0.050159247
99.2664,0.050190467
99.3349,0.050221683
99.4034,0.05025543
99.4719,0.050286639
99.5404,0.050317844
99.6089,0.050349045
99.6774,0.050382782
99.7459,0.050413975
99.8144,0.050445164
99.8829,0.050478895
99.9514,0.050510077
100.02,0.050541305
100.0885,0.050575028
100.157,0.050606199
100.2255,0.050637366
100.294,0.050671082
100.3625,0.050702242
100.431,0.050733398
100.4995,0.050767107
100.568,0.050798256
100.6365,0.050829401
100.705,0.050863103
100.7735,0.050894241
100.842,0.050925374
100.9105,0.05095907
100.979,0.050990196
101.0476,0.051023937
101.1161,0.051055056
101.1846,0.051086172
101.2531,0.051119856
101.3216,0.051150964
101.3901,0.051182068
101.4586,0.051215746
101.5271,0.051246843
101.5956,0.051277936
101.6641,0.051311607
101.7326,0.051342693
101.8011,0.051373774
101.8696,0.051407438
101.9381,0.051438513
102.0066,0.051472173
102.0752,0.05150329
102.1437,0.051534353
102.2122,0.051568006
102.2807,0.051599063
102.3492,0.051630115
102.4177,0.051663762
102.4862,0.051694807
102.5547,0.051728449
102.6232,0.051759487
102.6917,0.051790521
102.7602,0.051824157
102.8287,0.051855184
102.8972,0.051888815
102.9657,0.051919835
103.0343,0.051950901
103.1028,0.051984525
103.1713,0.052015534
103.2398,0.052046539
103.3083,0.052080157
103.3768,0.052111155
103.4453,0.052144768
103.5138,0.052175759
103.5823,0.052206746
103.6508,0.052240353
103.7193,0.052271333
103.7878,0.052304935
103.8563,0.052335908
103.9248,0.052369507
103.9933,0.052400473
104.0619,0.052431483
104.1304,0.052465075
104.1989,0.05249603
104.2674,0.052529618
104.3359,0.052560565
104.4044,0.052591509
104.4729,0.05262509
104.5414,0.052656027
104.6099,0.052689604
104.6784,0.052720534
104.7469,0.052754107
104.8154,0.05278503
104.8839,0.052815948
104.9524,0.052849514
105.0209,0.052880426
105.0895,0.052914037
105.158,0.052944942
105.2265,0.0529785
105.295,0.053009397
105.3635,0.053040291
105.432,0.053073842
105.5005,0.053104729
105.569,0.053138277
105.6375,0.053169156
105.706,0.053202699
105.7745,0.053233572
105.843,0.053264441
105.9115,0.053297977
105.98,0.053328839
106.0486,0.05336242
106.1171,0.053393275
106.1856,0.053426804
106.2541,0.053457652
106.3226,0.053491176
106.3911,0.053522017
106.4596,0.053555537
106.5281,0.053586371
106.5966,0.053617201
106.6651,0.053650714
106.7336,0.053681537
106.8021,0.053715047
106.8706,0.053745863
106.9391,0.053779369
107.0076,0.053810178
107.0762,0.053843728
107.1447,0.05387453
107.2132,0.053908028
107.2817,0.053938823
107.3502,0.053972317
107.4187,0.054003105
107.4872,0.054033889
107.5557,0.054067376
107.6242,0.054098153
107.6927,0.054131636
107.7612,0.054162407
107.8297,0.054195885
107.8982,0.054226649
107.9667,0.054260124
108.0352,0.05429088
108.1038,0.0543244
108.1723,0.054355149
108.2408,0.054388616
108.3093,0.054419359
108.3778,0.054452822
108.4463,0.054483558
108.5148,0.054517016
108.5833,0.054547745
108.6518,0.0545812
108.7203,0.054611922
108.7888,0.054645373
108.8573,0.054676089
108.9258,0.054709535
108.9943,0.054740244
109.0629,0.054773735
109.1314,0.054804436
109.1999,0.054837875
109.2684,0.05486857
109.3369,0.054902005
109.4054,0.054932692
109.4739,0.054966123
109.5424,0.054996804
109.6109,0.05503023
109.6794,0.055060904
109.7479,0.055094327
109.8164,0.055124994
109.8849,0.055158413
109.9534,0.055189073
110.0219,0.055222488
110.0905,0.05525319
110.159,0.055286601
110.2275,0.055317247
110.296,0.055350654
110.3645,0.055381294
110.433,0.055414697
110.5015,0.055445329
110.57,0.055478728
110.6385,0.055509354
110.707,0.055542749
110.7755,0.055573368
110.844,0.055606759
110.9125,0.055637371
110.981,0.055670758
111.0495,0.055701363
111.1181,0.055734794
111.1866,0.055765393
111.2551,0.055798772
111.3236,0.05583215
111.3921,0.055862738
111.4606,0.055896112
111.5291,0.055926694
111.5976,0.055960064
111.6661,0.055990639
111.7346,0.056024005
111.8031,0.056054573
111.8716,0.056087935
111.9401,0.056118496
112.0086,0.056151854
112.0772,0.056182457
112.1457,0.056215811
112.2142,0.056249164
112.2827,0.056279709
112.3512,0.056313058
112.4197,0.056343596
112.4882,0.056376941
112.5567,0.056407471
112.6252,0.056440812
112.6937,0.056471337
112.7622,0.056504674
112.8307,0.056535191
112.8992,0.056568524
112.9677,0.056601856
113.0362,0.056632364
113.1048,0.05666574
113.1733,0.056696241
113.2418,0.056729565
113.3103,0.056760059
113.3788,0.056793379
113.4473,0.056823866
113.5158,0.056857182
113.5843,0.056890497
113.6528,0.056920974
113.7213,0.056954285
113.7898,0.056984756
113.8583,0.057018063
113.9268,0.057048527
113.9953,0.05708183
114.0638,0.057112287
114.1324,0.057145635
114.2009,0.057178932
114.2694,0.05720938
114.3379,0.057242674
114.4064,0.057273115
114.4749,0.057306405
114.5434,0.057336838
114.6119,0.057370124
114.6804,0.057403409
114.7489,0.057433833
114.8174,0.057467114
114.8859,0.057497532
114.9544,0.057530809
115.0229,0.057561219
115.0915,0.057594541
115.16,0.057627812
115.2285,0.057658213
115.297,0.057691481
115.3655,0.057721876
115.434,0.057755139
115.5025,0.057788402
115.571,0.057818787
115.6395,0.057852045
115.708,0.057882423
115.7765,0.057915678
115.845,0.057946049
115.9135,0.0579793
115.982,0.058012549
116.0505,0.058042911
116.1191,0.058076205
116.1876,0.05810656
116.2561,0.058139802
116.3246,0.058173042
116.3931,0.058203387
116.4616,0.058236624
116.5301,0.058266962
116.5986,0.058300195
116.6671,0.058333426
116.7356,0.058363755
116.8041,0.058396983
116.8726,0.058427305
116.9411,0.058460528
117.0096,0.058493751
117.0781,0.058524063
117.1467,0.05855733
117.2152,0.058587636
117.2837,0.058620851
117.3522,0.058654064
117.4207,0.05868436
117.4892,0.05871757
117.5577,0.058747859
117.6262,0.058781064
117.6947,0.058814269
117.7632,0.058844548
117.8317,0.058877749
117.9002,0.058908022
117.9687,0.058941218
118.0372,0.058974413
118.1058,0.059004725
118.1743,0.059037917
118.2428,0.059068174
118.3113,0.059101361
118.3798,0.059134547
118.4483,0.059164795
118.5168,0.059197977
118.5853,0.059231158
118.6538,0.059261396
118.7223,0.059294573
118.7908,0.059324804
118.8593,0.059357977
118.9278,0.059391149
118.9963,0.05942137
119.0648,0.059454538
119.1334,0.059487754
119.2019,0.059517966
119.2704,0.059551129
119.3389,0.059581334
119.4074,0.059614493
119.4759,0.059647651
119.5444,0.059677847
119.6129,0.059711001
119.6814,0.059744154
119.7499,0.05977434
119.8184,0.059807489
119.8869,0.059837668
119.9554,0.059870813
120.0239,0.059903957
120.0924,0.059934127
120.161,0.059967315
120.2295,0.060000454
120.298,0.060030614
120.3665,0.060063749
120.435,0.060093903
120.5035,0.060127033
120.572,0.060160163
120.6405,0.060190307
120.709,0.060223433
120.7775,0.060256558
120.846,0.060286692
120.9145,0.060319813
120.983,0.060352932
121.0515,0.060383058
121.1201,0.060416222
121.1886,0.060449336
121.2571,0.060479452
121.3256,0.060512562
121.3941,0.060542671
121.4626,0.060575778
121.5311,0.060608883
121.5996,0.060638983
121.6681,0.060672084
121.7366,0.060705185
121.8051,0.060735275
121.8736,0.060768371
121.9421,0.060801466
122.0106,0.060831547
122.0791,0.060864638
122.1477,0.060897777
122.2162,0.060927848
122.2847,0.060960934
122.3532,0.060994019
122.4217,0.061024081
122.4902,0.061057162
122.5587,0.061087217
122.6272,0.061120294
122.6957,0.06115337
